Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
maximizeWindow(),Chrome 111.0.0.0,,,2023-03-21 18:42:41,2023-03-21 18:42:41,0.264s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 111.0.0.0,,,2023-03-21 18:42:41,2023-03-21 18:42:44,3.513s,PASSED
"setText(findTestObject(""Object Repository/ManualModeDemo/Page_OrangeHRM/input_Username_username""), username)",Chrome 111.0.0.0,,,2023-03-21 18:42:44,2023-03-21 18:42:46,1.366s,PASSED
"setEncryptedText(findTestObject(""Object Repository/ManualModeDemo/Page_OrangeHRM/input_Password_password""), password)",Chrome 111.0.0.0,,,2023-03-21 18:42:46,2023-03-21 18:42:46,0.478s,PASSED
"click(findTestObject(""Object Repository/ManualModeDemo/Page_OrangeHRM/button_Login""))",Chrome 111.0.0.0,,,2023-03-21 18:42:46,2023-03-21 18:42:47,0.430s,PASSED
"verifyTextPresent(""Dashboard"", false)",Chrome 111.0.0.0,,,2023-03-21 18:42:47,2023-03-21 18:42:47,0.740s,FAILED
Video,Chrome 111.0.0.0,,,2023-03-21 18:42:49,2023-03-21 18:42:49,0.001s,PASSED
,,,,,,,
Test Cases/Demo/DataDrivenTesting,Chrome 111.0.0.0,,,2023-03-21 18:42:49,2023-03-21 18:43:04,14.383s,FAILED
"openBrowser("""", STOP_ON_FAILURE)",Chrome 111.0.0.0,,,2023-03-21 18:42:49,2023-03-21 18:42:54,4.388s,PASSED
maximizeWindow(),Chrome 111.0.0.0,,,2023-03-21 18:42:54,2023-03-21 18:42:54,0.372s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 111.0.0.0,,,2023-03-21 18:42:54,2023-03-21 18:42:59,4.379s,PASSED
"setText(findTestObject(""Object Repository/ManualModeDemo/Page_OrangeHRM/input_Username_username""), username)",Chrome 111.0.0.0,,,2023-03-21 18:42:59,2023-03-21 18:43:00,1.492s,PASSED
"setEncryptedText(findTestObject(""Object Repository/ManualModeDemo/Page_OrangeHRM/input_Password_password""), password)",Chrome 111.0.0.0,,,2023-03-21 18:43:00,2023-03-21 18:43:01,0.464s,PASSED
"click(findTestObject(""Object Repository/ManualModeDemo/Page_OrangeHRM/button_Login""))",Chrome 111.0.0.0,,,2023-03-21 18:43:01,2023-03-21 18:43:01,0.409s,PASSED
"verifyTextPresent(""Dashboard"", false)",Chrome 111.0.0.0,,,2023-03-21 18:43:01,2023-03-21 18:43:02,0.698s,FAILED
Video,Chrome 111.0.0.0,,,2023-03-21 18:43:04,2023-03-21 18:43:04,0.003s,PASSED
,,,,,,,
Test Cases/Demo/DataDrivenTesting,Chrome 111.0.0.0,,,2023-03-21 18:43:04,2023-03-21 18:43:17,13.611s,FAILED
"openBrowser("""", STOP_ON_FAILURE)",Chrome 111.0.0.0,,,2023-03-21 18:43:04,2023-03-21 18:43:08,3.691s,PASSED
maximizeWindow(),Chrome 111.0.0.0,,,2023-03-21 18:43:08,2023-03-21 18:43:08,0.366s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 111.0.0.0,,,2023-03-21 18:43:08,2023-03-21 18:43:12,3.987s,PASSED
"setText(findTestObject(""Object Repository/ManualModeDemo/Page_OrangeHRM/input_Username_username""), username)",Chrome 111.0.0.0,,,2023-03-21 18:43:12,2023-03-21 18:43:14,1.691s,PASSED
"setEncryptedText(findTestObject(""Object Repository/ManualModeDemo/Page_OrangeHRM/input_Password_password""), password)",Chrome 111.0.0.0,,,2023-03-21 18:43:14,2023-03-21 18:43:14,0.572s,PASSED
"click(findTestObject(""Object Repository/ManualModeDemo/Page_OrangeHRM/button_Login""))",Chrome 111.0.0.0,,,2023-03-21 18:43:14,2023-03-21 18:43:15,0.435s,PASSED
"verifyTextPresent(""Dashboard"", false)",Chrome 111.0.0.0,,,2023-03-21 18:43:15,2023-03-21 18:43:15,0.744s,FAILED
Video,Chrome 111.0.0.0,,,2023-03-21 18:43:17,2023-03-21 18:43:17,0.000s,PASSED
